FECHA|ANALIZADOR|LOTE|CODIGO_PRUEBA|NOMBRE_PRUEBA|EVENTO
08/05/23 09:09:03                                                          |HOV 25 - DXI800 num 1                   |94931                                             |CLC00817  |CA 19.9                                                                                                                                                                                                 |TVC
08/05/23 09:09:03                                                          |HOV 25 - DXI800 num 1                   |94931                                             |CLC00817  |CA 19.9                                                                                                                                                                                                 |RLC
08/05/23 09:09:03                                                          |HOV 25 - DXI800 num 1                   |94931                                             |CLC11011  |Tiroglobulina                                                                                                                                                                                           |CCT
08/05/23 09:14:15                                                          |HOV 25 - DXI800 num 1                   |94931                                             |CLC00815  |CA 125                                                                                                                                                                                                  |ACL
08/05/23 09:14:15                                                          |HOV 25 - DXI800 num 1                   |94931                                             |CLC00816  |CA 15.3                                                                                                                                                                                                 |ACL
08/05/23 09:14:15                                                          |HOV 25 - DXI800 num 1                   |94931                                             |CLC00817  |CA 19.9                                                                                                                                                                                                 |ACL
08/05/23 09:14:15                                                          |HOV 25 - DXI800 num 1                   |94931                                             |CLC11011  |Tiroglobulina                                                                                                                                                                                           |ACL
08/05/23 09:14:20                                                          |HOV 25 - DXI800 num 1                   |94932                                             |CLC00815  |CA 125                                                                                                                                                                                                  |ACL
08/05/23 09:14:20                                                          |HOV 25 - DXI800 num 1                   |94932                                             |CLC00816  |CA 15.3                                                                                                                                                                                                 |ACL
08/05/23 09:14:20                                                          |HOV 25 - DXI800 num 1                   |94932                                             |CLC00817  |CA 19.9                                                                                                                                                                                                 |ACL
08/05/23 09:14:20                                                          |HOV 25 - DXI800 num 1                   |94932                                             |CLC11011  |Tiroglobulina                                                                                                                                                                                           |ACL
08/05/23 09:15:45                                                          |HOV 26 - DXI800 num 3                   |94993                                             |CLC00815  |CA 125                                                                                                                                                                                                  |ACL
08/05/23 09:15:45                                                          |HOV 26 - DXI800 num 3                   |94993                                             |CLC00816  |CA 15.3                                                                                                                                                                                                 |ACL
08/05/23 09:15:45                                                          |HOV 26 - DXI800 num 3                   |94993                                             |CLC00817  |CA 19.9                                                                                                                                                                                                 |ACL
08/05/23 09:15:45                                                          |HOV 26 - DXI800 num 3                   |94993                                             |CLC11011  |Tiroglobulina                                                                                                                                                                                           |ACL
08/05/23 09:11:05                                                          |HOV 25 - DXI800 num 1                   |94932                                             |CLC00815  |CA 125                                                                                                                                                                                                  |CCT
08/05/23 09:11:05                                                          |HOV 25 - DXI800 num 1                   |94932                                             |CLC00815  |CA 125                                                                                                                                                                                                  |TVC
08/05/23 09:11:05                                                          |HOV 25 - DXI800 num 1                   |94932                                             |CLC00815  |CA 125                                                                                                                                                                                                  |RLC
08/05/23 09:11:05                                                          |HOV 25 - DXI800 num 1                   |94932                                             |CLC00816  |CA 15.3                                                                                                                                                                                                 |CCT
08/05/23 09:11:05                                                          |HOV 25 - DXI800 num 1                   |94932                                             |CLC00816  |CA 15.3                                                                                                                                                                                                 |TVC
08/05/23 09:11:05                                                          |HOV 25 - DXI800 num 1                   |94932                                             |CLC00816  |CA 15.3                                                                                                                                                                                                 |RLC
08/05/23 09:11:05                                                          |HOV 25 - DXI800 num 1                   |94932                                             |CLC00817  |CA 19.9                                                                                                                                                                                                 |CCT
08/05/23 09:11:05                                                          |HOV 25 - DXI800 num 1                   |94932                                             |CLC00817  |CA 19.9                                                                                                                                                                                                 |TVC
08/05/23 09:11:05                                                          |HOV 25 - DXI800 num 1                   |94932                                             |CLC00817  |CA 19.9                                                                                                                                                                                                 |RLC
08/05/23 09:11:05                                                          |HOV 25 - DXI800 num 1                   |94932                                             |CLC11011  |Tiroglobulina                                                                                                                                                                                           |CCT
08/05/23 09:13:14                                                          |HOV 26 - DXI800 num 3                   |94993                                             |CLC00815  |CA 125                                                                                                                                                                                                  |CCT
08/05/23 09:13:14                                                          |HOV 26 - DXI800 num 3                   |94993                                             |CLC00816  |CA 15.3                                                                                                                                                                                                 |CCT
08/05/23 09:13:14                                                          |HOV 26 - DXI800 num 3                   |94993                                             |CLC00817  |CA 19.9                                                                                                                                                                                                 |CCT
08/05/23 09:13:14                                                          |HOV 26 - DXI800 num 3                   |94993                                             |CLC11011  |Tiroglobulina                                                                                                                                                                                           |CCT
08/05/23 09:12:19                                                          |HOV 25 - DXI800 num 1                   |94993                                             |CLC00815  |CA 125                                                                                                                                                                                                  |CCT
08/05/23 09:12:19                                                          |HOV 25 - DXI800 num 1                   |94993                                             |CLC00815  |CA 125                                                                                                                                                                                                  |TVC
08/05/23 09:12:19                                                          |HOV 25 - DXI800 num 1                   |94993                                             |CLC00815  |CA 125                                                                                                                                                                                                  |RLC
08/05/23 09:12:19                                                          |HOV 25 - DXI800 num 1                   |94993                                             |CLC00816  |CA 15.3                                                                                                                                                                                                 |CCT
08/05/23 09:12:19                                                          |HOV 25 - DXI800 num 1                   |94993                                             |CLC00816  |CA 15.3                                                                                                                                                                                                 |TVC
08/05/23 09:12:19                                                          |HOV 25 - DXI800 num 1                   |94993                                             |CLC00816  |CA 15.3                                                                                                                                                                                                 |RLC
08/05/23 09:12:19                                                          |HOV 25 - DXI800 num 1                   |94993                                             |CLC00817  |CA 19.9                                                                                                                                                                                                 |CCT
08/05/23 09:12:19                                                          |HOV 25 - DXI800 num 1                   |94993                                             |CLC00817  |CA 19.9                                                                                                                                                                                                 |TVC
08/05/23 09:12:19                                                          |HOV 25 - DXI800 num 1                   |94993                                             |CLC00817  |CA 19.9                                                                                                                                                                                                 |RLC
08/05/23 09:12:19                                                          |HOV 25 - DXI800 num 1                   |94993                                             |CLC11011  |Tiroglobulina                                                                                                                                                                                           |CCT
08/05/23 09:12:56                                                          |HOV 26 - DXI800 num 3                   |94931                                             |CLC00815  |CA 125                                                                                                                                                                                                  |CCT
08/05/23 09:12:56                                                          |HOV 26 - DXI800 num 3                   |94931                                             |CLC00816  |CA 15.3                                                                                                                                                                                                 |CCT
08/05/23 09:12:56                                                          |HOV 26 - DXI800 num 3                   |94931                                             |CLC00817  |CA 19.9                                                                                                                                                                                                 |CCT
08/05/23 09:12:56                                                          |HOV 26 - DXI800 num 3                   |94931                                             |CLC11011  |Tiroglobulina                                                                                                                                                                                           |CCT
08/05/23 09:13:05                                                          |HOV 26 - DXI800 num 3                   |94932                                             |CLC00815  |CA 125                                                                                                                                                                                                  |CCT
08/05/23 09:13:05                                                          |HOV 26 - DXI800 num 3                   |94932                                             |CLC00816  |CA 15.3                                                                                                                                                                                                 |CCT
08/05/23 09:13:05                                                          |HOV 26 - DXI800 num 3                   |94932                                             |CLC00817  |CA 19.9                                                                                                                                                                                                 |CCT
08/05/23 09:13:05                                                          |HOV 26 - DXI800 num 3                   |94932                                             |CLC11011  |Tiroglobulina                                                                                                                                                                                           |CCT
08/05/23 09:15:40                                                          |HOV 26 - DXI800 num 3                   |94932                                             |CLC00815  |CA 125                                                                                                                                                                                                  |ACL
08/05/23 09:15:40                                                          |HOV 26 - DXI800 num 3                   |94932                                             |CLC00816  |CA 15.3                                                                                                                                                                                                 |ACL
08/05/23 09:15:40                                                          |HOV 26 - DXI800 num 3                   |94932                                             |CLC00817  |CA 19.9                                                                                                                                                                                                 |ACL
08/05/23 09:15:40                                                          |HOV 26 - DXI800 num 3                   |94932                                             |CLC11011  |Tiroglobulina                                                                                                                                                                                           |ACL
08/05/23 09:13:24                                                          |HOV 27 - DXI800 num 2 (externo cadena)  |94931                                             |CLC00815  |CA 125                                                                                                                                                                                                  |CCT
08/05/23 09:13:24                                                          |HOV 27 - DXI800 num 2 (externo cadena)  |94931                                             |CLC00816  |CA 15.3                                                                                                                                                                                                 |CCT
08/05/23 09:13:24                                                          |HOV 27 - DXI800 num 2 (externo cadena)  |94931                                             |CLC00817  |CA 19.9                                                                                                                                                                                                 |CCT
08/05/23 09:13:24                                                          |HOV 27 - DXI800 num 2 (externo cadena)  |94931                                             |CLC11011  |Tiroglobulina                                                                                                                                                                                           |CCT
08/05/23 09:15:35                                                          |HOV 26 - DXI800 num 3                   |94931                                             |CLC00815  |CA 125                                                                                                                                                                                                  |ACL
08/05/23 09:15:35                                                          |HOV 26 - DXI800 num 3                   |94931                                             |CLC00816  |CA 15.3                                                                                                                                                                                                 |ACL
08/05/23 09:15:35                                                          |HOV 26 - DXI800 num 3                   |94931                                             |CLC00817  |CA 19.9                                                                                                                                                                                                 |ACL
08/05/23 09:15:35                                                          |HOV 26 - DXI800 num 3                   |94931                                             |CLC11011  |Tiroglobulina                                                                                                                                                                                           |ACL
